Category Text,Code,Question Text
BIG5: Certificate Late Attendance,BIGSE32B,Indoor Environmental Quality (IEQ) Strategies for LEED v4
BIG5: Certificate Late Attendance,BIGSE33B,BIM Between Theory and Practice
BIG5: Certificate Late Attendance,BIGSE34B,Establishing a Difference that can be preserved
BIG5: Certificate Late Attendance,BIGSE35B,Do Complex Innovative Building Envelopes Comprise Health & Safety?
BIG5: Certificate Late Attendance,BIGSE36B,IoT-izing The Construction Industry
BIG5: Certificate Late Attendance,BIGSE37B,Smart Construction & Architecture
BIG5: Certificate Late Attendance,BIGSE38B,Energy and Atmosphere Strategies for LEED v4
BIG5: Certificate Late Attendance,BIGSE39B,Leadership to Drive Projects and Project Management Career to Effective Change
BIG5: Certificate Late Attendance,BIGSE40B,How to do Business in the UAE
BIG5: Certificate Late Attendance,BIGSE41B,Social Media in the Contruction Field
BIG5: Certificate Late Attendance,BIGSE42B,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline
BIG5: Certificate Late Attendance,BIGSE43B,BIM Case study of office with warehouse
BIG5: Certificate Late Attendance,BIGSE44B,Efficient and sustainable cooling
BIG5: Certificate Late Attendance,BIGSE45B,Sustainability Vs. Life Riddles
BIG5: Certificate Late Attendance,BIGSE46B,Controlling Productivity
BIG5: Certificate Late Attendance,BIGSE47B,Recognizing PPP as a driver for sustainable infrastructure industry
BIG5: Certificate Late Attendance,BIGSE48B,
BIG5: Certificate Late Attendance,BIGSE49B,Integrating Material and Textural Information for As-Built BIM Using IR Sensing
BIG5: Certificate Late Attendance,BIGSE50B,Significance of MEP - What's next for District Cooling?
BIG5: Certificate Late Attendance,BIGSE51B,Evaluating the impact and application of sustainable development in the GCCs
BIG5: Certificate Late Attendance,BIGSE52B,Intrapreneurship - Need of the Hour in Program Management
BIG5: Certificate Late Attendance,BIGSE53B,How to use licensing to sell your products
BIG5: Certificate Late Attendance,BIGSE54B,IOT & Drones Logistics Technologies in Construction
BIG5: Certificate Late Attendance,BIGSE55B,Bim4Analysis
BIG5: Certificate Late Attendance,BIGSE56B,Energy Efficient HVAC System's for Healthcare
BIG5: Certificate Late Attendance,BIGSE57B,Layering the Future
BIG5: Certificate Late Attendance,BIGSE58B,Construction Projects and their impact on project's constraints
BIG5: Certificate Late Attendance,BIGSE59B,Effective Marketing strategies in the Construction Industry
BIG5: Certificate Late Attendance,BIGSE60B,Supply-chain management in construction industry
BIG5: Certificate Late Attendance,BIGSE61B,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm
BIG5: Certificate Late Attendance,BIGSE62B,MEP in transport Infrastructure
BIG5: Certificate Late Attendance,BIGSE63B,Business Opportunitires and growth areas in the Construction Industry in today's New Normal
BIG5: Certificate Late Attendance,BIGSE64B,InstitutionalizingProject Management
BIG5: Certificate Late Attendance,BIGSE65B,Finance for non-finance managers
BIG5: Certificate Late Attendance,BIGSE66B,Procurement transformation Strategies
BIG5: Certificate Late Attendance,BIGSE67B,How to get the best out of BIM intelligence in design process and taking it forward in construction
BIG5: Certificate Late Attendance,BIGSE68B,"MEP trade, challenges, trends and solutions"
BIG5: Certificate Late Attendance,BIGSE69B,Regional Technical Solutions for LEED
BIG5: Certificate Late Attendance,BIGSE70B,Does your strategy performance truly reflect your portfolio performance?
BIG5: Certificate Late Attendance,BIGSE71B,Future of Retail Design and Trends
BIG5: Certificate Late Attendance,BIGSE72B,Logistics Planning of Construction Projects for Expo 2020
BIG5: Certificate Late Attendance,BIGSE73B,BIM for Construction
BIG5: Certificate Late Attendance,BIGSE74B,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design
BIG5: Certificate Late Attendance,BIGSE75B,Tools for sustainable development at district level
BIG5: Certificate Late Attendance,BIGSE76B,Towards Lean Contruction: the furutre of BIM-based project plannin and control
BIG5: Certificate Early Attendance - Collected,XBIGSE1A30,Keys to resolving the inevitable construction dispute
BIG5: Certificate Early Attendance - Collected,XBIGSE2A30,Condition of assets a growing concern
BIG5: Certificate Early Attendance - Collected,XBIGSE3A30,BIM as information management and design process
BIG5: Certificate Early Attendance - Collected,XBIGSE4A30,Architectural Advancement: Creating an Iconic Development
BIG5: Certificate Early Attendance - Collected,XBIGSE5A30,Zero Carbon Buildings: Management of Design and Construction
BIG5: Certificate Early Attendance - Collected,XBIGSE6A30,Implementation Practical Risk Management for Mega Construction Projects: Project Management
BIG5: Certificate Early Attendance - Collected,XBIGSE7A30,Refurbishment Engineering and Sustainability
BIG5: Certificate Early Attendance - Collected,XBIGSE8A30,Construction Quality Management
BIG5: Certificate Early Attendance - Collected,XBIGSE9A30,Good practice during work at quarries
BIG5: Certificate Early Attendance - Collected,XBIGSE10A30,How BIM is transforming the construction industry
BIG5: Certificate Early Attendance - Collected,XBIGSE11A30,Adaptive Architecture: convertible structures
BIG5: Certificate Early Attendance - Collected,XBIGSE12A30,The Importance of Reserve Fund Studies in Protecting Property Value
BIG5: Certificate Early Attendance - Collected,XBIGSE13A30,Sidestep Complexity
BIG5: Certificate Early Attendance - Collected,XBIGSE14A30,LEED for Building Owners and Client Representatives
BIG5: Certificate Early Attendance - Collected,XBIGSE15A30,How to import and export from the U.K & Europe
BIG5: Certificate Early Attendance - Collected,XBIGSE16A30,Driving Culture change through Leadership
BIG5: Certificate Early Attendance - Collected,XBIGSE17A30,"BIM there, done that"
BIG5: Certificate Early Attendance - Collected,XBIGSE18A30,Improving Facade performance through design
BIG5: Certificate Early Attendance - Collected,XBIGSE19A30,Importance of energy audits and energy reduction strategies
BIG5: Certificate Early Attendance - Collected,XBIGSE20A30,How to make PMOs critical to Business: The Business PMO
BIG5: Certificate Early Attendance - Collected,XBIGSE21A30,LEED for Contractors
BIG5: Certificate Early Attendance - Collected,XBIGSE22A30,Sustainability for C-level Executive
BIG5: Certificate Early Attendance - Collected,XBIGSE23A30,All you need to know about the new UAE Fire Code
BIG5: Certificate Early Attendance - Collected,XBIGSE24A30,BIM for Coordination - from Concept to Construction
BIG5: Certificate Early Attendance - Collected,XBIGSE25A30,"Transformation, Translation and Representation"
BIG5: Certificate Early Attendance - Collected,XBIGSE26A30,Leapfrogging the residential new construction industry in the GCC to a sustainable future
BIG5: Certificate Early Attendance - Collected,XBIGSE27A30,Is every request from business a project?
BIG5: Certificate Early Attendance - Collected,XBIGSE28A30,Labor and Employment Issues
BIG5: Certificate Early Attendance - Collected,XBIGSE29A30,Defining Health & Safety Leadership Behaviors
BIG5: Certificate Early Attendance - Collected,XBIGSE30A30,The BIM 4D modeling though the project life cycle
BIG5: Certificate Early Attendance - Collected,XBIGSE31A30,Sustainability Beyond Design
BIG5: Certificate Early Attendance - Collected,XBIGSE32A30,Indoor Environmental Quality (IEQ) Strategies for LEED v4
BIG5: Certificate Early Attendance - Collected,XBIGSE33A30,BIM Between Theory and Practice
BIG5: Certificate Early Attendance - Collected,XBIGSE34A30,Establishing a Difference that can be preserved
BIG5: Certificate Early Attendance - Collected,XBIGSE35A30,Do Complex Innovative Building Envelopes Comprise Health & Safety?
BIG5: Certificate Early Attendance - Collected,XBIGSE36A30,IoT-izing The Construction Industry
BIG5: Certificate Early Attendance - Collected,XBIGSE37A30,Smart Construction & Architecture
BIG5: Certificate Early Attendance - Collected,XBIGSE38A30,Energy and Atmosphere Strategies for LEED v4
BIG5: Certificate Early Attendance - Collected,XBIGSE39A30,Leadership to Drive Projects and Project Management Career to Effective Change
BIG5: Certificate Early Attendance - Collected,XBIGSE40A30,How to do Business in the UAE
BIG5: Certificate Early Attendance - Collected,XBIGSE41A30,Social Media in the Contruction Field
BIG5: Certificate Early Attendance - Collected,XBIGSE42A30,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline
BIG5: Certificate Early Attendance - Collected,XBIGSE43A30,BIM Case study of office with warehouse
BIG5: Certificate Early Attendance - Collected,XBIGSE44A30,Efficient and sustainable cooling
BIG5: Certificate Early Attendance - Collected,XBIGSE45A30,Sustainability Vs. Life Riddles
BIG5: Certificate Early Attendance - Collected,XBIGSE46A30,Controlling Productivity
BIG5: Certificate Early Attendance - Collected,XBIGSE47A30,Recognizing PPP as a driver for sustainable infrastructure industry
BIG5: Certificate Early Attendance - Collected,XBIGSE48A30,
BIG5: Certificate Early Attendance - Collected,XBIGSE49A30,Integrating Material and Textural Information for As-Built BIM Using IR Sensing
BIG5: Certificate Early Attendance - Collected,XBIGSE50A30,Significance of MEP - What's next for District Cooling?
BIG5: Certificate Early Attendance - Collected,XBIGSE51A30,Evaluating the impact and application of sustainable development in the GCCs
BIG5: Certificate Early Attendance - Collected,XBIGSE52A30,Intrapreneurship - Need of the Hour in Program Management
BIG5: Certificate Early Attendance - Collected,XBIGSE53A30,How to use licensing to sell your products
BIG5: Certificate Early Attendance - Collected,XBIGSE54A30,IOT & Drones Logistics Technologies in Construction
BIG5: Certificate Early Attendance - Collected,XBIGSE55A30,Bim4Analysis
BIG5: Certificate Early Attendance - Collected,XBIGSE56A30,Energy Efficient HVAC System's for Healthcare
BIG5: Certificate Early Attendance - Collected,XBIGSE57A30,Layering the Future
BIG5: Certificate Early Attendance - Collected,XBIGSE58A30,Construction Projects and their impact on project's constraints
BIG5: Certificate Early Attendance - Collected,XBIGSE59A30,Effective Marketing strategies in the Construction Industry
BIG5: Certificate Early Attendance - Collected,XBIGSE60A30,Supply-chain management in construction industry
BIG5: Certificate Early Attendance - Collected,XBIGSE61A30,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm
BIG5: Certificate Early Attendance - Collected,XBIGSE62A30,MEP in transport Infrastructure
BIG5: Certificate Early Attendance - Collected,XBIGSE63A30,Business Opportunitires and growth areas in the Construction Industry in today's New Normal
BIG5: Certificate Early Attendance - Collected,XBIGSE64A30,InstitutionalizingProject Management
BIG5: Certificate Early Attendance - Collected,XBIGSE65A30,Finance for non-finance managers
BIG5: Certificate Early Attendance - Collected,XBIGSE66A30,Procurement transformation Strategies
BIG5: Certificate Early Attendance - Collected,XBIGSE67A30,How to get the best out of BIM intelligence in design process and taking it forward in construction
BIG5: Certificate Early Attendance - Collected,XBIGSE68A30,"MEP trade, challenges, trends and solutions"
BIG5: Certificate Early Attendance - Collected,XBIGSE69A30,Regional Technical Solutions for LEED
BIG5: Certificate Early Attendance - Collected,XBIGSE70A30,Does your strategy performance truly reflect your portfolio performance?
BIG5: Certificate Early Attendance - Collected,XBIGSE71A30,Future of Retail Design and Trends
BIG5: Certificate Early Attendance - Collected,XBIGSE72A30,Logistics Planning of Construction Projects for Expo 2020
BIG5: Certificate Early Attendance - Collected,XBIGSE73A30,BIM for Construction
BIG5: Certificate Early Attendance - Collected,XBIGSE74A30,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design
BIG5: Certificate Early Attendance - Collected,XBIGSE75A30,Tools for sustainable development at district level
BIG5: Certificate Early Attendance - Collected,XBIGSE76A30,Towards Lean Contruction: the furutre of BIM-based project plannin and control
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE1A30,Keys to resolving the inevitable construction dispute
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE2A30,Condition of assets a growing concern
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE3A30,BIM as information management and design process
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE4A30,Architectural Advancement: Creating an Iconic Development
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE5A30,Zero Carbon Buildings: Management of Design and Construction
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE6A30,Implementation Practical Risk Management for Mega Construction Projects: Project Management
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE7A30,Refurbishment Engineering and Sustainability
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE8A30,Construction Quality Management
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE9A30,Good practice during work at quarries
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE10A30,How BIM is transforming the construction industry
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE11A30,Adaptive Architecture: convertible structures
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE12A30,The Importance of Reserve Fund Studies in Protecting Property Value
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE13A30,Sidestep Complexity
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE14A30,LEED for Building Owners and Client Representatives
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE15A30,How to import and export from the U.K & Europe
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE16A30,Driving Culture change through Leadership
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE17A30,"BIM there, done that"
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE18A30,Improving Facade performance through design
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE19A30,Importance of energy audits and energy reduction strategies
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE20A30,How to make PMOs critical to Business: The Business PMO
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE21A30,LEED for Contractors
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE22A30,Sustainability for C-level Executive
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE23A30,All you need to know about the new UAE Fire Code
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE24A30,BIM for Coordination - from Concept to Construction
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE25A30,"Transformation, Translation and Representation"
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE26A30,Leapfrogging the residential new construction industry in the GCC to a sustainable future
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE27A30,Is every request from business a project?
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE28A30,Labor and Employment Issues
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE29A30,Defining Health & Safety Leadership Behaviors
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE30A30,The BIM 4D modeling though the project life cycle
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE31A30,Sustainability Beyond Design
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE32A30,Indoor Environmental Quality (IEQ) Strategies for LEED v4
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE33A30,BIM Between Theory and Practice
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE34A30,Establishing a Difference that can be preserved
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE35A30,Do Complex Innovative Building Envelopes Comprise Health & Safety?
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE36A30,IoT-izing The Construction Industry
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE37A30,Smart Construction & Architecture
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE38A30,Energy and Atmosphere Strategies for LEED v4
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE39A30,Leadership to Drive Projects and Project Management Career to Effective Change
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE40A30,How to do Business in the UAE
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE41A30,Social Media in the Contruction Field
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE42A30,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE43A30,BIM Case study of office with warehouse
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE44A30,Efficient and sustainable cooling
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE45A30,Sustainability Vs. Life Riddles
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE46A30,Controlling Productivity
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE47A30,Recognizing PPP as a driver for sustainable infrastructure industry
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE48A30,
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE49A30,Integrating Material and Textural Information for As-Built BIM Using IR Sensing
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE50A30,Significance of MEP - What's next for District Cooling?
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE51A30,Evaluating the impact and application of sustainable development in the GCCs
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE52A30,Intrapreneurship - Need of the Hour in Program Management
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE53A30,How to use licensing to sell your products
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE54A30,IOT & Drones Logistics Technologies in Construction
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE55A30,Bim4Analysis
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE56A30,Energy Efficient HVAC System's for Healthcare
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE57A30,Layering the Future
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE58A30,Construction Projects and their impact on project's constraints
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE59A30,Effective Marketing strategies in the Construction Industry
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE60A30,Supply-chain management in construction industry
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE61A30,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE62A30,MEP in transport Infrastructure
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE63A30,Business Opportunitires and growth areas in the Construction Industry in today's New Normal
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE64A30,InstitutionalizingProject Management
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE65A30,Finance for non-finance managers
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE66A30,Procurement transformation Strategies
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE67A30,How to get the best out of BIM intelligence in design process and taking it forward in construction
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE68A30,"MEP trade, challenges, trends and solutions"
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE69A30,Regional Technical Solutions for LEED
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE70A30,Does your strategy performance truly reflect your portfolio performance?
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE71A30,Future of Retail Design and Trends
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE72A30,Logistics Planning of Construction Projects for Expo 2020
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE73A30,BIM for Construction
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE74A30,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE75A30,Tools for sustainable development at district level
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE76A30,Towards Lean Contruction: the furutre of BIM-based project plannin and control
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE1A30,Keys to resolving the inevitable construction dispute
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE2A30,Condition of assets a growing concern
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE3A30,BIM as information management and design process
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE4A30,Architectural Advancement: Creating an Iconic Development
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE5A30,Zero Carbon Buildings: Management of Design and Construction
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE6A30,Implementation Practical Risk Management for Mega Construction Projects: Project Management
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE7A30,Refurbishment Engineering and Sustainability
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE8A30,Construction Quality Management
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE9A30,Good practice during work at quarries
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE10A30,How BIM is transforming the construction industry
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE11A30,Adaptive Architecture: convertible structures
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE12A30,The Importance of Reserve Fund Studies in Protecting Property Value
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE13A30,Sidestep Complexity
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE14A30,LEED for Building Owners and Client Representatives
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE15A30,How to import and export from the U.K & Europe
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE16A30,Driving Culture change through Leadership
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE17A30,"BIM there, done that"
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE18A30,Improving Facade performance through design
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE19A30,Importance of energy audits and energy reduction strategies
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE20A30,How to make PMOs critical to Business: The Business PMO
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE21A30,LEED for Contractors
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE22A30,Sustainability for C-level Executive
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE23A30,All you need to know about the new UAE Fire Code
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE24A30,BIM for Coordination - from Concept to Construction
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE25A30,"Transformation, Translation and Representation"
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE26A30,Leapfrogging the residential new construction industry in the GCC to a sustainable future
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE27A30,Is every request from business a project?
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE28A30,Labor and Employment Issues
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE29A30,Defining Health & Safety Leadership Behaviors
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE30A30,The BIM 4D modeling though the project life cycle
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE31A30,Sustainability Beyond Design
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE32A30,Indoor Environmental Quality (IEQ) Strategies for LEED v4
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE33A30,BIM Between Theory and Practice
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE34A30,Establishing a Difference that can be preserved
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE35A30,Do Complex Innovative Building Envelopes Comprise Health & Safety?
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE36A30,IoT-izing The Construction Industry
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE37A30,Smart Construction & Architecture
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE38A30,Energy and Atmosphere Strategies for LEED v4
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE39A30,Leadership to Drive Projects and Project Management Career to Effective Change
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE40A30,How to do Business in the UAE
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE41A30,Social Media in the Contruction Field
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE42A30,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE43A30,BIM Case study of office with warehouse
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE44A30,Efficient and sustainable cooling
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE45A30,Sustainability Vs. Life Riddles
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE46A30,Controlling Productivity
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE47A30,Recognizing PPP as a driver for sustainable infrastructure industry
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE48A30,
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE49A30,Integrating Material and Textural Information for As-Built BIM Using IR Sensing
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE50A30,Significance of MEP - What's next for District Cooling?
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE51A30,Evaluating the impact and application of sustainable development in the GCCs
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE52A30,Intrapreneurship - Need of the Hour in Program Management
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE53A30,How to use licensing to sell your products
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE54A30,IOT & Drones Logistics Technologies in Construction
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE55A30,Bim4Analysis
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE56A30,Energy Efficient HVAC System's for Healthcare
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE57A30,Layering the Future
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE58A30,Construction Projects and their impact on project's constraints
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE59A30,Effective Marketing strategies in the Construction Industry
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE60A30,Supply-chain management in construction industry
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE61A30,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE62A30,MEP in transport Infrastructure
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE63A30,Business Opportunitires and growth areas in the Construction Industry in today's New Normal
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE64A30,InstitutionalizingProject Management
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE65A30,Finance for non-finance managers
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE66A30,Procurement transformation Strategies
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE67A30,How to get the best out of BIM intelligence in design process and taking it forward in construction
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE68A30,"MEP trade, challenges, trends and solutions"
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE69A30,Regional Technical Solutions for LEED
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE70A30,Does your strategy performance truly reflect your portfolio performance?
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE71A30,Future of Retail Design and Trends
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE72A30,Logistics Planning of Construction Projects for Expo 2020
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE73A30,BIM for Construction
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE74A30,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE75A30,Tools for sustainable development at district level
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE76A30,Towards Lean Contruction: the furutre of BIM-based project plannin and control
MEC: Certificate Early Attendance,MECS1A30,How to manage BIM for Concrete Construction (MEC)
MEC: Certificate Early Attendance,MECS2A30,Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC)
MEC: Certificate Early Attendance,MECS3A30,Commercial vehicle lubricants in a low Sulphur diesel environment (PMV)
MEC: Certificate Early Attendance,MECS4A30,Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC)
MEC: Certificate Early Attendance,MECS5A30,Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries
MEC: Certificate Early Attendance,MECS6A30,Construction and demolition waste recycling – Does it make a business case? (MEC)
MEC: Certificate Early Attendance,MECS7A30,Work at Height Safety (PMV)
MEC: Certificate Early Attendance,MECS8A30,Middle East Concrete Market (MEC)
MEC: Certificate Early Attendance,MECS9A30,Robotics and Applications (PMV)
MEC: Certificate Early Attendance,MECS10A30,The Importance of Effective Construction Management in Today’s Competitive Marketplace”.
MEC: Certificate Early Attendance,MECS11A30,Hybrid System Injection - A New Technology (PMV)
MEC: Certificate Early Attendance,MECS12A30,The Development of the GRC Industry – 40 years on (MEC)
