Questions,Code,Decode,,Decode,usage
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE13A30,Sidestep Complexity,,Sidestep Complexity,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE14A30,LEED for Building Owners and Client Representatives,,LEED for Building Owners and Client Representatives,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE15A30,How to import and export from the U.K & Europe,,How to import and export from the U.K & Europe,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE16A30,Driving Culture change through Leadership,,Driving Culture change through Leadership,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE17A30,"BIM there, done that",,"BIM there, done that",Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE18A30,Improving Facade performance through design,,Improving Facade performance through design,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE19A30,Importance of energy audits and energy reduction strategies,,Importance of energy audits and energy reduction strategies,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE20A30,How to make PMOs critical to Business: The Business PMO,,How to make PMOs critical to Business: The Business PMO,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE21A30,LEED for Contractors,,LEED for Contractors,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE22A30,Sustainability for C-level Executive,,Sustainability for C-level Executive,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE23A30,All you need to know about the new UAE Fire Code,,All you need to know about the new UAE Fire Code,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE24A30,BIM for Coordination - from Concept to Construction,,BIM for Coordination - from Concept to Construction,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE25A30,"Transformation, Translation and Representation",,"Transformation, Translation and Representation",Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE26A30,Leapfrogging the residential new construction industry in the GCC to a sustainable future,,Leapfrogging the residential new construction industry in the GCC to a sustainable future,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE27A30,Is every request from business a project?,,Is every request from business a project?,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE28A30,Labor and Employment Issues,,Labor and Employment Issues,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE29A30,Defining Health & Safety Leadership Behaviors,,Defining Health & Safety Leadership Behaviors,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE30A30,The BIM 4D modeling though the project life cycle,,The BIM 4D modeling though the project life cycle,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE31A30,Sustainability Beyond Design,,Sustainability Beyond Design,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE32A30,Indoor Environmental Quality (IEQ) Strategies for LEED v4,,Indoor Environmental Quality (IEQ) Strategies for LEED v4,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE33A30,BIM Between Theory and Practice,,BIM Between Theory and Practice,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE34A30,Establishing a Difference that can be preserved,,Establishing a Difference that can be preserved,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE35A30,Do Complex Innovative Building Envelopes Comprise Health & Safety?,,Do Complex Innovative Building Envelopes Comprise Health & Safety?,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE36A30,IoT-izing The Construction Industry,,IoT-izing The Construction Industry,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE37A30,Smart Construction & Architecture,,Smart Construction & Architecture,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE38A30,Energy and Atmosphere Strategies for LEED v4,,Energy and Atmosphere Strategies for LEED v4,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE39A30,Leadership to Drive Projects and Project Management Career to Effective Change,,Leadership to Drive Projects and Project Management Career to Effective Change,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE40A30,How to do Business in the UAE,,How to do Business in the UAE,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE41A30,Social Media in the Contruction Field,,Social Media in the Contruction Field,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE42A30,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline,,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE43A30,BIM Case study of office with warehouse,,BIM Case study of office with warehouse,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE44A30,Efficient and sustainable cooling,,Efficient and sustainable cooling,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE45A30,Sustainability Vs. Life Riddles,,Sustainability Vs. Life Riddles,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE46A30,Controlling Productivity,,Controlling Productivity,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE47A30,Recognizing PPP as a driver for sustainable infrastructure industry,,Recognizing PPP as a driver for sustainable infrastructure industry,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE48A30,,,,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE49A30,Integrating Material and Textural Information for As-Built BIM Using IR Sensing,,Integrating Material and Textural Information for As-Built BIM Using IR Sensing,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE50A30,Significance of MEP - What's next for District Cooling?,,Significance of MEP - What's next for District Cooling?,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE51A30,Evaluating the impact and application of sustainable development in the GCCs,,Evaluating the impact and application of sustainable development in the GCCs,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE52A30,Intrapreneurship - Need of the Hour in Program Management,,Intrapreneurship - Need of the Hour in Program Management,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE53A30,How to use licensing to sell your products,,How to use licensing to sell your products,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE54A30,IOT & Drones Logistics Technologies in Construction,,IOT & Drones Logistics Technologies in Construction,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE55A30,Bim4Analysis,,Bim4Analysis,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE56A30,Energy Efficient HVAC System's for Healthcare,,Energy Efficient HVAC System's for Healthcare,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE57A30,Layering the Future,,Layering the Future,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE58A30,Construction Projects and their impact on project's constraints,,Construction Projects and their impact on project's constraints,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE59A30,Effective Marketing strategies in the Construction Industry,,Effective Marketing strategies in the Construction Industry,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE60A30,Supply-chain management in construction industry,,Supply-chain management in construction industry,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE61A30,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm,,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE62A30,MEP in transport Infrastructure,,MEP in transport Infrastructure,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE63A30,Business Opportunitires and growth areas in the Construction Industry in today's New Normal,,Business Opportunitires and growth areas in the Construction Industry in today's New Normal,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE64A30,InstitutionalizingProject Management,,InstitutionalizingProject Management,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE65A30,Finance for non-finance managers,,Finance for non-finance managers,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE66A30,Procurement transformation Strategies,,Procurement transformation Strategies,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE67A30,How to get the best out of BIM intelligence in design process and taking it forward in construction,,How to get the best out of BIM intelligence in design process and taking it forward in construction,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE68A30,"MEP trade, challenges, trends and solutions",,"MEP trade, challenges, trends and solutions",Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE69A30,Regional Technical Solutions for LEED,,Regional Technical Solutions for LEED,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE70A30,Does your strategy performance truly reflect your portfolio performance?,,Does your strategy performance truly reflect your portfolio performance?,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE71A30,Future of Retail Design and Trends,,Future of Retail Design and Trends,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE72A30,Logistics Planning of Construction Projects for Expo 2020,,Logistics Planning of Construction Projects for Expo 2020,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE73A30,BIM for Construction,,BIM for Construction,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE74A30,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design,,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE75A30,Tools for sustainable development at district level,,Tools for sustainable development at district level,Not Used
BIG5: Certificate Early Attendance - Emailed,EMAIL_BIGSE76A30,Towards Lean Contruction: the furutre of BIM-based project plannin and control,,Towards Lean Contruction: the furutre of BIM-based project plannin and control,Not Used
MEC: Certificate Early Attendance,MECS1A30,How to manage BIM for Concrete Construction (MEC),,How to manage BIM for Concrete Construction (MEC),Not Used
MEC: Certificate Early Attendance,MECS2A30,Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),,Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),Not Used
MEC: Certificate Early Attendance,MECS3A30,Commercial vehicle lubricants in a low Sulphur diesel environment (PMV),,Commercial vehicle lubricants in a low Sulphur diesel environment (PMV),Not Used
MEC: Certificate Early Attendance,MECS4A30,Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC),,Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC),Not Used
MEC: Certificate Early Attendance,MECS5A30,Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries,,Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries,Not Used
MEC: Certificate Early Attendance,MECS6A30,Construction and demolition waste recycling – Does it make a business case? (MEC),,Construction and demolition waste recycling – Does it make a business case? (MEC),Not Used
MEC: Certificate Early Attendance,MECS7A30,Work at Height Safety (PMV),,Work at Height Safety (PMV),Not Used
MEC: Certificate Early Attendance,MECS8A30,Middle East Concrete Market (MEC),,Middle East Concrete Market (MEC),Not Used
MEC: Certificate Early Attendance,MECS9A30,Robotics and Applications (PMV),,Robotics and Applications (PMV),Not Used
MEC: Certificate Early Attendance,MECS10A30,The Importance of Effective Construction Management in Today’s Competitive Marketplace”.,,The Importance of Effective Construction Management in Today’s Competitive Marketplace”.,Not Used
MEC: Certificate Early Attendance,MECS11A30,Hybrid System Injection - A New Technology (PMV),,Hybrid System Injection - A New Technology (PMV),Not Used
MEC: Certificate Early Attendance,MECS12A30,The Development of the GRC Industry – 40 years on (MEC),,The Development of the GRC Industry – 40 years on (MEC),Not Used
MEC: Certificate Early Attendance,MECS13A30,Equipment management & Maintenance (PMV),,Equipment management & Maintenance (PMV),Not Used
MEC: Certificate Early Attendance,MECS14A30,Non-destructive testing: Quality control & structural evaluation (MEC),,Non-destructive testing: Quality control & structural evaluation (MEC),Not Used
MEC: Certificate Early Attendance,MECS15A30,Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV),,Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV),Not Used
MEC: Certificate Early Attendance,MECS16A30,Mobile Elevating Work Platform (MEWP) Fleet Management (PMV),,Mobile Elevating Work Platform (MEWP) Fleet Management (PMV),Not Used
MEC: Certificate Early Attendance,MECS17A30,Advantages of using dry mix mortar (MEC),,Advantages of using dry mix mortar (MEC),Not Used
MEC: Certificate Early Attendance,MECS18A30,Influence of soil conditions on design of structures: (MEC),,Influence of soil conditions on design of structures: (MEC),Not Used
MEC: Certificate Early Attendance,MECS19A30,Green Building Materials (MEC),,Green Building Materials (MEC),Not Used
MEC: Certificate Early Attendance,MECS20A30,GRC – The Next Generation of Materials and Applications (MEC),,GRC – The Next Generation of Materials and Applications (MEC),Not Used
MEC: Certificate Early Attendance,MECS21A30,Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV),,Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV),Not Used
MEC: Certificate Early Attendance,MECS22A30,Rail Less Overhead Crane Technology (PMV),,Rail Less Overhead Crane Technology (PMV),Not Used
MEC: Certificate Early Attendance,MECW1A30,Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC),,Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC),Not Used
MEC: Certificate Early Attendance,MECW2A30,Tips to Finance Machinery (PMV),,Tips to Finance Machinery (PMV),Not Used
MEC: Certificate Early Attendance,MECW3A30,How to continue to rebuild and prevent against natural disaster? (MEC),,How to continue to rebuild and prevent against natural disaster? (MEC),Not Used
MEC: Certificate Early Attendance,MECW4A30,How to buy and sell construction equipment like a pro? (PMV),,How to buy and sell construction equipment like a pro? (PMV),Not Used
MEC: Certificate Early Attendance,MECW5A30,Challenges and Opportunities in the Concrete Industry (MEC),,Challenges and Opportunities in the Concrete Industry (MEC),Not Used
MEC: Certificate Early Attendance,MECW6A30, Recycled Concrete in Road Projects (MEC),, Recycled Concrete in Road Projects (MEC),Not Used
MEC: Certificate Early Attendance,MECW7A30,Concrete Sustainability – The MASDAR Experience (MEC),,Concrete Sustainability – The MASDAR Experience (MEC),Not Used
MEC: Certificate Early Attendance,MECW8A30,Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC),,Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC),Not Used
MEC: Certificate Early Attendance,MECW9A30,Durability of Concrete Structures in Aggressive Conditions with FRC (MEC),,Durability of Concrete Structures in Aggressive Conditions with FRC (MEC),Not Used
MEC: Certificate Early Attendance,MECW10A30,Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV),,Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV),Not Used
MEC: Certificate Early Attendance,MECW11A30,Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC),,Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC),Not Used
MEC: Certificate Early Attendance,MECW12A30,Evolution of the Tipper Body Weight for the Construction market worldwide (PMV),,Evolution of the Tipper Body Weight for the Construction market worldwide (PMV),Not Used
MEC: Certificate Early Attendance,MECW13A30,Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC),,Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC),Not Used
MEC: Certificate Early Attendance,MECW14A30,Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC),,Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC),Not Used
MEC: Certificate Early Attendance,MECW15A30,Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC),,Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC),Not Used
MEC: Certificate Early Attendance,MECW16A30,Trends in Polished Concrete (MEC),,Trends in Polished Concrete (MEC),Not Used
MEC: Certificate Early Attendance,MECW17A30,The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV),,The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV),Not Used
MEC: Certificate Early Attendance,MECW18A30,Concrete Repair (MEC),,Concrete Repair (MEC),Not Used
MEC: Certificate Early Attendance,MECW19A30,Arbitration and dispute resolutions in construction claims (MEC),,Arbitration and dispute resolutions in construction claims (MEC),Not Used
MEC: Certificate Early Attendance,MECW20A30,Efforts towards low emission targets: Clean construction Industry (PMV),,Efforts towards low emission targets: Clean construction Industry (PMV),Not Used
MEC: Certificate Early Attendance,MECW21A30,Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC),,Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC),Not Used
MEC: Certificate Early Attendance,MECW22A30,Precast innovations for sustainability and competitiveness (MEC),,Precast innovations for sustainability and competitiveness (MEC),Not Used
MEC: Certificate Early Attendance,MECW23A30,Advance Dry Mortar Technology (MEC),,Advance Dry Mortar Technology (MEC),Not Used
MEC: Certificate Early Attendance,MECW24A30,Development of cement free polymer concrete for use in UAE (MEC),,Development of cement free polymer concrete for use in UAE (MEC),Not Used
MEC: Certificate Early Attendance,MECW25A30,The heavy equipment health check,,The heavy equipment health check,Not Used
MEC: Certificate Early Attendance,MECW26A30,Personal Protection Equipment (PPE) –health and safety (PMV),,Personal Protection Equipment (PPE) –health and safety (PMV),Not Used
MEC: Certificate Early Attendance,MECW27A30,Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC),,Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC),Not Used
MEC: Certificate Early Attendance,MECW28A30,Mobile Elevating Work Platform innovation & Development (PMV),,Mobile Elevating Work Platform innovation & Development (PMV),Not Used
MEC: Certificate Early Attendance,MECW29A30,Performance-Based Specifications: Case studies in the UAE (MEC),,Performance-Based Specifications: Case studies in the UAE (MEC),Not Used
MEC: Certificate Early Attendance,MECW30A30,Advances in hot weather concreting (MEC),,Advances in hot weather concreting (MEC),Not Used
MEC: Certificate Early Attendance,MECW31A30,Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC),,Carbon Dioxide Utilization in Ready-mix Concrete Production (MEC),Not Used
MEC: Certificate Early Attendance,MECW32A30,"Polyurea, A miracle in coating industry (MEC)",,"Polyurea, A miracle in coating industry (MEC)",Not Used
MEC: Certificate Early Attendance - Collected,XMECS1A30,X-Coded:  How to manage BIM for Concrete Construction (MEC),,X-Coded:  How to manage BIM for Concrete Construction (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS2A30,X-Coded Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),,X-Coded Achieving increased concrete durability and serviceability by the use of improved construction materials and techniques (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS3A30,X-Coded Commercial vehicle lubricants in a low Sulphur diesel environment (PMV),,X-Coded Commercial vehicle lubricants in a low Sulphur diesel environment (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS4A30,X-Coded Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC),,X-Coded Can Performance-Based Specifications be implemented for Durability of Concrete? Will it work? (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS5A30,X-Coded Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries,,X-Coded Enhancement of Reinforced Concrete Infrastructure Service Life in the GCC Countries,Not Used
MEC: Certificate Early Attendance - Collected,XMECS6A30,X-Coded Construction and demolition waste recycling – Does it make a business case? (MEC),,X-Coded Construction and demolition waste recycling – Does it make a business case? (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS7A30,X-Coded Work at Height Safety (PMV),,X-Coded Work at Height Safety (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS8A30,X-Coded Middle East Concrete Market (MEC),,X-Coded Middle East Concrete Market (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS9A30,X-Coded Robotics and Applications (PMV),,X-Coded Robotics and Applications (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS10A30,X-Coded The Importance of Effective Construction Management in Today’s Competitive Marketplace”.,,X-Coded The Importance of Effective Construction Management in Today’s Competitive Marketplace”.,Not Used
MEC: Certificate Early Attendance - Collected,XMECS11A30,X-Coded Hybrid System Injection - A New Technology (PMV),,X-Coded Hybrid System Injection - A New Technology (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS12A30,X-Coded The Development of the GRC Industry – 40 years on (MEC),,X-Coded The Development of the GRC Industry – 40 years on (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS13A30,X-Coded Equipment management & Maintenance (PMV),,X-Coded Equipment management & Maintenance (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS14A30,X-Coded Non-destructive testing: Quality control & structural evaluation (MEC),,X-Coded Non-destructive testing: Quality control & structural evaluation (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS15A30,X-Coded Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV),,X-Coded Power of Coolants in the construction industry + Coolants DEMO (coolants v/s water v/s other low quality coolants) (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS16A30,X-Coded Mobile Elevating Work Platform (MEWP) Fleet Management (PMV),,X-Coded Mobile Elevating Work Platform (MEWP) Fleet Management (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS17A30,X-Coded Advantages of using dry mix mortar (MEC),,X-Coded Advantages of using dry mix mortar (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS18A30,X-Coded Influence of soil conditions on design of structures: (MEC),,X-Coded Influence of soil conditions on design of structures: (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS19A30,X-Coded Green Building Materials (MEC),,X-Coded Green Building Materials (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS20A30,X-Coded GRC – The Next Generation of Materials and Applications (MEC),,X-Coded GRC – The Next Generation of Materials and Applications (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECS21A30,X-Coded Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV),,X-Coded Difference in lubricants formulated with Group 1 v/s Group 2 base oils and impact on your equipment’s (PANEL)  (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECS22A30,X-Coded Rail Less Overhead Crane Technology (PMV),,X-Coded Rail Less Overhead Crane Technology (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW1A30,X-Coded Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC),,X-Coded Fabric Reinforced Cementitious Matrix (FRCM) Composites for Infrastructure Strengthening (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW2A30,X-Coded Tips to Finance Machinery (PMV),,X-Coded Tips to Finance Machinery (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW3A30,X-Coded How to continue to rebuild and prevent against natural disaster? (MEC),,X-Coded How to continue to rebuild and prevent against natural disaster? (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW4A30,X-Coded How to buy and sell construction equipment like a pro? (PMV),,X-Coded How to buy and sell construction equipment like a pro? (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW5A30,X-Coded Challenges and Opportunities in the Concrete Industry (MEC),,X-Coded Challenges and Opportunities in the Concrete Industry (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW6A30,X-Coded  Recycled Concrete in Road Projects (MEC),,X-Coded  Recycled Concrete in Road Projects (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW7A30,X-Coded Concrete Sustainability – The MASDAR Experience (MEC),,X-Coded Concrete Sustainability – The MASDAR Experience (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW8A30,X-Coded Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC),,X-Coded Understanding the application and dynamics of Green Concrete in Dubai (Panel) (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW9A30,X-Coded Durability of Concrete Structures in Aggressive Conditions with FRC (MEC),,X-Coded Durability of Concrete Structures in Aggressive Conditions with FRC (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW10A30,X-Coded Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV),,X-Coded Practical approach towards Behavior Based Safety through OHS Culture Maturity Development Tools (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW11A30,X-Coded Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC),,X-Coded Advanced Materials and Techniques for Reinforced Concrete Structures – Fiber Reinforced Polymer (FRP) (PANEL) (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW12A30,X-Coded Evolution of the Tipper Body Weight for the Construction market worldwide (PMV),,X-Coded Evolution of the Tipper Body Weight for the Construction market worldwide (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW13A30,X-Coded Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC),,X-Coded Innovative design methods of concrete – (Intro to Decorative Concrete) (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW14A30,X-Coded Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC),,X-Coded Coloring options for Decorative Concrete - From boring to beautiful - adding color to new or existing concrete (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW15A30,X-Coded Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC),,X-Coded Troubleshooting Coating & Sealer Failures - Coating Preparation (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW16A30,X-Coded Trends in Polished Concrete (MEC),,X-Coded Trends in Polished Concrete (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW17A30,X-Coded The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV),,X-Coded The role of telematics in the Middle East's Construction: Big Data and Big Machines (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW18A30,X-Coded Concrete Repair (MEC),,X-Coded Concrete Repair (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW19A30,X-Coded Arbitration and dispute resolutions in construction claims (MEC),,X-Coded Arbitration and dispute resolutions in construction claims (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW20A30,X-Coded Efforts towards low emission targets: Clean construction Industry (PMV),,X-Coded Efforts towards low emission targets: Clean construction Industry (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW21A30,X-Coded Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC),,X-Coded Integrated reliability and durability based structural health monitoring in concrete structures:  case study bridges (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW22A30,X-Coded Precast innovations for sustainability and competitiveness (MEC),,X-Coded Precast innovations for sustainability and competitiveness (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW23A30,X-Coded Advance Dry Mortar Technology (MEC),,X-Coded Advance Dry Mortar Technology (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW24A30,X-Coded Development of cement free polymer concrete for use in UAE (MEC),,X-Coded Development of cement free polymer concrete for use in UAE (MEC),Not Used
MEC: Certificate Early Attendance - Collected,XMECW25A30,X-Coded The heavy equipment health check,,X-Coded The heavy equipment health check,Not Used
MEC: Certificate Early Attendance - Collected,XMECW26A30,X-Coded Personal Protection Equipment (PPE) –health and safety (PMV),,X-Coded Personal Protection Equipment (PPE) –health and safety (PMV),Not Used
MEC: Certificate Early Attendance - Collected,XMECW27A30,X-Coded Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC),,X-Coded Demystifying the ‘fit for purpose’ obligations in EPC and Design & Build Contracts (MEC),Not Used
