"","Card.Number","Date","flow","day"
"5121","3397010176",2017-09-20,"Yummex",4
"5122","3397010179",2017-09-20,"Gulf Host",4
"5123","3397010184",2017-09-19,"Gulf Host",3
"5124","3397010185",2017-09-18,"Yummex",2
"5125","3397010186",2017-09-18,"Gulf Host",2
"5126","3397010191",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"5127","3397010196",2017-09-20,"Gulf Host-Yummex",4
"5128","3397010201",2017-09-19,"Crossover into Hotel / Leisure",3
"5129","3397010206",2017-09-19,"Gulf Host-Yummex",3
"5130","3397010215",2017-09-18,"Yummex",2
"5131","3397010219",2017-09-20,"Yummex",4
"5132","3397010220",2017-09-18,"Gulf Host",2
"5133","3397010223",2017-09-19,"Yummex-Gulf Host-Crossover into Hotel / Leisure",3
"5134","3397010228",2017-09-18,"Yummex",2
"5135","3397010232",2017-09-18,"Gulf Host-Yummex",2
"5136","3397010232",2017-09-19,"Gulf Host-Yummex-Crossover into Hotel / Leisure",3
"5137","3397010239",2017-09-18,"Gulf Host-Yummex",2
"5138","3397010239",2017-09-19,"Gulf Host-Yummex-Crossover into Hotel / Leisure",3
"5139","3397010252",2017-09-20,"Yummex",4
"5140","3397010258",2017-09-18,"Gulf Host",2
"5141","3397010258",2017-09-19,"Yummex",3
"5142","3397010258",2017-09-20,"Gulf Host",4
"5143","3397010267",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-Yummex",3
"5144","3397010272",2017-09-20,"Yummex",4
"5145","3397010281",2017-09-20,"Yummex",4
"5146","3397010286",2017-09-18,"Yummex-Gulf Host",2
"5147","3397010287",2017-09-18,"Yummex-Gulf Host",2
"5148","3397010288",2017-09-18,"Gulf Host",2
"5149","3397010302",2017-09-19,"Crossover into Hotel / Leisure",3
"5150","3397010303",2017-09-18,"Yummex-Gulf Host",2
"5151","3397010305",2017-09-20,"Yummex",4
"5152","3397010308",2017-09-20,"Yummex",4
"5153","3397010310",2017-09-18,"Yummex",2
"5154","3397010312",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"5155","3397010313",2017-09-18,"Yummex",2
"5156","3397010316",2017-09-19,"Yummex",3
"5157","3397010326",2017-09-20,"Yummex",4
"5158","3397010333",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"5159","3397010337",2017-09-19,"Yummex-Gulf Host",3
"5160","3397010337",2017-09-20,"Gulf Host",4
"5161","3397010338",2017-09-19,"Yummex-Gulf Host",3
"5162","3397010338",2017-09-20,"Gulf Host",4
"5163","3397010341",2017-09-18,"Yummex-Gulf Host",2
"5164","3397010342",2017-09-18,"Yummex-Gulf Host",2
"5165","3397010343",2017-09-19,"Gulf Host",3
"5166","3397010346",2017-09-19,"Crossover into Hotel / Leisure-Yummex",3
"5167","3397010347",2017-09-19,"Crossover into Hotel / Leisure",3
"5168","3397010349",2017-09-18,"Yummex",2
"5169","3397010351",2017-09-18,"Yummex-Gulf Host",2
"5170","3397010353",2017-09-19,"Crossover into Hotel / Leisure",3
"5171","3397010354",2017-09-19,"Gulf Host",3
"5172","3397010357",2017-09-18,"Yummex-Gulf Host",2
"5173","3397010365",2017-09-19,"Crossover into Hotel / Leisure",3
"5174","3397010367",2017-09-18,"Yummex-Gulf Host",2
"5175","3397010378",2017-09-19,"Gulf Host",3
"5176","3397010388",2017-09-19,"Yummex",3
"5177","3397010388",2017-09-20,"Gulf Host",4
"5178","3397010391",2017-09-19,"Yummex-Gulf Host",3
"5179","3397010395",2017-09-19,"Yummex",3
"5180","3397010396",2017-09-20,"Gulf Host",4
"5181","3397010399",2017-09-20,"Yummex-Gulf Host",4
"5182","3397010401",2017-09-18,"Yummex-Gulf Host",2
"5183","3397010402",2017-09-19,"Gulf Host",3
"5184","3397010403",2017-09-18,"Yummex-Gulf Host",2
"5185","3397010404",2017-09-19,"Crossover into Hotel / Leisure-Yummex-Gulf Host",3
"5186","3397010405",2017-09-18,"Yummex-Gulf Host",2
"5187","3397010405",2017-09-20,"Yummex",4
"5188","3397010417",2017-09-18,"Yummex-Gulf Host",2
"5189","3397010421",2017-09-19,"Yummex-The Specialty Food Festival-Seafex-Gulf Host",3
"5190","3397010428",2017-09-19,"Gulf Host-Yummex",3
"5191","3397010429",2017-09-18,"Gulf Host",2
"5192","3397010435",2017-09-19,"Yummex",3
"5193","3397010437",2017-09-19,"Yummex",3
"5194","3397010441",2017-09-19,"Yummex",3
"5195","3397010442",2017-09-19,"Crossover into Hotel / Leisure",3
"5196","3397010444",2017-09-18,"Gulf Host",2
"5197","3397010451",2017-09-19,"Yummex",3
"5198","3397010456",2017-09-20,"Yummex",4
"5199","3397010457",2017-09-19,"Yummex-Crossover into Hotel / Leisure",3
"5200","3397010461",2017-09-19,"Yummex",3
"5201","3397010462",2017-09-19,"Yummex",3
"5202","3397010462",2017-09-20,"Yummex",4
"5203","3397010472",2017-09-18,"Gulf Host",2
"5204","3397010475",2017-09-18,"Yummex-Gulf Host",2
"5205","3397010476",2017-09-18,"Gulf Host",2
"5206","3397010477",2017-09-19,"Yummex-Gulf Host-Crossover into Hotel / Leisure-Seafex-Gulf Host",3
"5207","3397010478",2017-09-19,"Crossover into Hotel / Leisure-Seafex-Gulf Host",3
"5208","3397010481",2017-09-18,"Yummex-Seafex-Gulf Host",2
"5209","3397010481",2017-09-19,"Gulf Host",3
"5210","3397010481",2017-09-20,"Gulf Host",4
"5211","3397010483",2017-09-20,"Yummex",4
"5212","3397010489",2017-09-19,"Crossover into Hotel / Leisure",3
"5213","3397010492",2017-09-20,"Yummex-Seafex",4
"5214","3397010495",2017-09-18,"Yummex",2
"5215","3397010499",2017-09-18,"Yummex-Gulf Host",2
"5216","3397010501",2017-09-20,"Yummex",4
"5217","3397010503",2017-09-18,"Gulf Host",2
"5218","3397010503",2017-09-19,"Seafex-Crossover into Hotel / Leisure",3
"5219","3397010503",2017-09-20,"Gulf Host",4
"5220","3397010507",2017-09-18,"Gulf Host",2
"5221","3397010507",2017-09-19,"Crossover into Hotel / Leisure",3
"5222","3397010516",2017-09-20,"Gulf Host",4
"5223","3397010518",2017-09-20,"Yummex",4
"5224","3397010521",2017-09-18,"Yummex-The Specialty Food Festival",2
"5225","3397010521",2017-09-19,"Gulf Host-Yummex-Gulf Host",3
"5226","3397010523",2017-09-18,"Gulf Host",2
"5227","3397010523",2017-09-19,"Gulf Host",3
"5228","3397010527",2017-09-18,"Yummex",2
"5229","3397010528",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"5230","3397010531",2017-09-18,"Yummex",2
"5231","3397010532",2017-09-18,"Gulf Host",2
"5232","3397010532",2017-09-19,"Gulf Host",3
"5233","3397010534",2017-09-18,"Gulf Host-Yummex",2
"5234","3397010535",2017-09-20,"Yummex",4
"5235","3397010539",2017-09-18,"Gulf Host-Yummex",2
"5236","3397010542",2017-09-19,"Crossover into Hotel / Leisure-Seafex",3
"5237","3397010544",2017-09-20,"Gulf Host",4
"5238","3397010546",2017-09-20,"Yummex-Seafex",4
"5239","3397010561",2017-09-19,"Gulf Host",3
"5240","3397010563",2017-09-18,"Gulf Host",2
"5241","3397010563",2017-09-19,"Gulf Host",3
"5242","3397010563",2017-09-20,"Gulf Host",4
"5243","3397010566",2017-09-20,"Gulf Host-Yummex",4
"5244","3397010567",2017-09-18,"Yummex-Seafex",2
"5245","3397010569",2017-09-20,"Gulf Host",4
"5246","3397010570",2017-09-18,"Yummex-Seafex",2
"5247","3397010571",2017-09-19,"Crossover into Hotel / Leisure-Yummex",3
"5248","3397010571",2017-09-20,"Yummex",4
"5249","3397010572",2017-09-18,"Yummex-Gulf Host",2
"5250","3397010572",2017-09-19,"Gulf Host",3
"5251","3397010575",2017-09-18,"Yummex",2
"5252","3397010576",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"5253","3397010579",2017-09-19,"Gulf Host",3
"5254","3397010580",2017-09-20,"Gulf Host",4
"5255","3397010581",2017-09-20,"Gulf Host",4
"5256","3397010586",2017-09-19,"Gulf Host-Yummex-Seafex",3
"5257","3397010598",2017-09-18,"The Specialty Food Festival-Seafex",2
"5258","3397010603",2017-09-19,"Crossover into Hotel / Leisure",3
"5259","3397010607",2017-09-20,"Yummex",4
"5260","3397010613",2017-09-20,"Yummex",4
"5261","3397010618",2017-09-18,"Gulf Host",2
"5262","3397010618",2017-09-19,"Yummex",3
"5263","3397010626",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"5264","3397010634",2017-09-20,"Yummex",4
"5265","3397010645",2017-09-19,"Crossover into Hotel / Leisure",3
"5266","3397010645",2017-09-20,"Yummex",4
"5267","3397010650",2017-09-20,"Yummex-Gulf Host-Yummex",4
"5268","3397010653",2017-09-19,"Yummex-Gulf Host",3
"5269","3397010658",2017-09-19,"Yummex-The Specialty Food Festival",3
"5270","3397010660",2017-09-20,"Yummex",4
"5271","3397010665",2017-09-20,"Yummex-Gulf Host",4
"5272","3397010672",2017-09-18,"Yummex",2
"5273","3397010678",2017-09-19,"Yummex",3
"5274","3397010680",2017-09-20,"Yummex",4
"5275","3397010681",2017-09-18,"Gulf Host",2
"5276","3397010693",2017-09-20,"Gulf Host",4
"5277","3397010704",2017-09-18,"Gulf Host",2
"5278","3397010709",2017-09-18,"Gulf Host",2
"5279","3397010711",2017-09-19,"Gulf Host-Yummex",3
"5280","3397010719",2017-09-19,"Crossover into Hotel / Leisure",3
"5281","3397010722",2017-09-18,"Yummex",2
"5282","3397010724",2017-09-18,"Gulf Host",2
"5283","3397010724",2017-09-19,"Crossover into Hotel / Leisure",3
"5284","3397010730",2017-09-20,"Gulf Host",4
"5285","3397010733",2017-09-18,"Yummex",2
"5286","3397010736",2017-09-19,"Yummex",3
"5287","3397010744",2017-09-19,"Crossover into Hotel / Leisure",3
"5288","3397010755",2017-09-18,"Gulf Host",2
"5289","3397010755",2017-09-19,"Gulf Host",3
"5290","3397010755",2017-09-20,"Yummex-The Specialty Food Festival-Gulf Host",4
"5291","3397010759",2017-09-18,"Yummex",2
"5292","3397010772",2017-09-18,"Gulf Host",2
"5293","3397010781",2017-09-20,"Yummex",4
"5294","3397010786",2017-09-18,"Gulf Host",2
"5295","3397010792",2017-09-18,"Gulf Host-Yummex",2
"5296","3397010796",2017-09-20,"Gulf Host",4
"5297","3397010798",2017-09-18,"Gulf Host",2
"5298","3397010811",2017-09-18,"Gulf Host",2
"5299","3397010811",2017-09-19,"Gulf Host",3
"5300","3397010819",2017-09-19,"Gulf Host",3
"5301","3397010819",2017-09-20,"Yummex-Gulf Host-Yummex",4
"5302","3397010828",2017-09-18,"Yummex",2
"5303","3397010830",2017-09-19,"Crossover into Hotel / Leisure",3
"5304","3397010832",2017-09-20,"Gulf Host",4
"5305","3397010834",2017-09-19,"Crossover into Hotel / Leisure",3
"5306","3397010836",2017-09-20,"Gulf Host",4
"5307","3397010849",2017-09-20,"Yummex",4
"5308","3397010852",2017-09-18,"Gulf Host-Yummex",2
"5309","3397010852",2017-09-20,"Yummex",4
"5310","3397010856",2017-09-19,"Crossover into Hotel / Leisure",3
"5311","3397010858",2017-09-18,"Yummex-Gulf Host",2
"5312","3397010862",2017-09-19,"Gulf Host",3
"5313","3397010862",2017-09-20,"Gulf Host",4
"5314","3397010863",2017-09-18,"Yummex-Gulf Host",2
"5315","3397010866",2017-09-19,"Crossover into Hotel / Leisure",3
"5316","3397010872",2017-09-20,"Yummex-Seafex",4
"5317","3397010878",2017-09-18,"Yummex-Seafex-Gulf Host",2
"5318","3397010878",2017-09-20,"Yummex-Seafex",4
"5319","3397010884",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"5320","3397010892",2017-09-18,"Yummex-Gulf Host",2
"5321","3397010896",2017-09-19,"Gulf Host",3
"5322","3397010896",2017-09-20,"Yummex",4
"5323","3397010900",2017-09-18,"Yummex",2
"5324","3397010900",2017-09-19,"Yummex-Gulf Host",3
"5325","3397010900",2017-09-20,"Yummex",4
"5326","3397010906",2017-09-19,"Crossover into Hotel / Leisure",3
"5327","3397010909",2017-09-18,"Yummex",2
"5328","3397010909",2017-09-19,"Yummex-Gulf Host",3
"5329","3397010910",2017-09-18,"Yummex-The Specialty Food Festival-Gulf Host",2
"5330","3397010910",2017-09-19,"The Specialty Food Festival-Gulf Host-Crossover into Hotel / Leisure",3
"5331","3397010923",2017-09-19,"Gulf Host-Yummex-Gulf Host",3
"5332","3397010924",2017-09-20,"Yummex",4
"5333","3397010925",2017-09-18,"Yummex",2
"5334","3397010925",2017-09-19,"Gulf Host",3
"5335","3397010931",2017-09-19,"Yummex",3
"5336","3397010935",2017-09-19,"Yummex",3
"5337","3397010936",2017-09-20,"Yummex",4
"5338","3397010940",2017-09-18,"Gulf Host",2
"5339","3397010961",2017-09-19,"Yummex-Gulf Host",3
"5340","3397010964",2017-09-20,"Gulf Host",4
"5341","3397010967",2017-09-20,"Yummex",4
"5342","3397010982",2017-09-18,"Gulf Host-Yummex",2
"5343","3397010982",2017-09-19,"Seafex-Gulf Host-Crossover into Hotel / Leisure",3
"5344","3397010983",2017-09-18,"Gulf Host",2
"5345","3397010983",2017-09-19,"Gulf Host",3
"5346","3397010986",2017-09-18,"Gulf Host",2
"5347","3397010994",2017-09-18,"Gulf Host",2
"5348","3397010998",2017-09-18,"Gulf Host",2
"5349","3397010999",2017-09-20,"Yummex-Gulf Host",4
"5350","3397011014",2017-09-20,"Yummex",4
"5351","3397011023",2017-09-18,"Gulf Host",2
"5352","3397011023",2017-09-19,"Crossover into Hotel / Leisure",3
"5353","3397011029",2017-09-20,"Gulf Host",4
"5354","3397011031",2017-09-19,"Crossover into Hotel / Leisure",3
"5355","3397011044",2017-09-18,"Yummex",2
"5356","3397011055",2017-09-18,"Yummex-Gulf Host-Yummex",2
"5357","3397011055",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"5358","3397011055",2017-09-20,"Yummex-Gulf Host",4
"5359","3397011060",2017-09-18,"Gulf Host",2
"5360","3397011060",2017-09-19,"Gulf Host",3
"5361","3397011060",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"5362","3397011065",2017-09-19,"Crossover into Hotel / Leisure",3
"5363","3397011070",2017-09-19,"Gulf Host-Yummex-Gulf Host",3
"5364","3397011075",2017-09-19,"Yummex-Gulf Host",3
"5365","3397011077",2017-09-20,"Yummex",4
"5366","3397011078",2017-09-19,"Yummex-Gulf Host",3
"5367","3397011078",2017-09-20,"Gulf Host-Yummex-The Specialty Food Festival",4
"5368","3397011080",2017-09-19,"Crossover into Hotel / Leisure",3
"5369","3397011085",2017-09-18,"Yummex",2
"5370","3397011087",2017-09-19,"Crossover into Hotel / Leisure",3
"5371","3397011089",2017-09-18,"Gulf Host-Yummex-Gulf Host",2
"5372","3397011089",2017-09-19,"Gulf Host",3
"5373","3397011090",2017-09-19,"Crossover into Hotel / Leisure",3
"5374","3397011095",2017-09-18,"Gulf Host",2
"5375","3397011095",2017-09-19,"Gulf Host",3
"5376","3397011096",2017-09-20,"Gulf Host",4
"5377","3397011100",2017-09-20,"Yummex",4
"5378","3397011104",2017-09-20,"Gulf Host",4
"5379","3397011109",2017-09-19,"Gulf Host",3
"5380","3397011109",2017-09-20,"Gulf Host",4
"5381","3397011120",2017-09-19,"Gulf Host",3
"5382","3397011122",2017-09-20,"Gulf Host",4
"5383","3397011125",2017-09-20,"Yummex",4
"5384","3397011131",2017-09-18,"Yummex",2
"5385","3397011131",2017-09-19,"Yummex",3
"5386","3397011139",2017-09-19,"Gulf Host",3
"5387","3397011141",2017-09-18,"Yummex-Gulf Host",2
"5388","3397011141",2017-09-19,"Yummex-Gulf Host",3
"5389","3397011147",2017-09-19,"Yummex-Gulf Host",3
"5390","3397011152",2017-09-19,"Yummex-The Specialty Food Festival-Gulf Host",3
"5391","3397011152",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"5392","3397011156",2017-09-19,"Gulf Host",3
"5393","3397011158",2017-09-18,"Yummex",2
"5394","3397011162",2017-09-19,"Gulf Host-Yummex",3
"5395","3397011171",2017-09-20,"Yummex",4
"5396","3397011178",2017-09-20,"Yummex",4
"5397","3397011179",2017-09-19,"Crossover into Hotel / Leisure",3
"5398","3397011183",2017-09-19,"Yummex-Seafex-Gulf Host",3
"5399","3397011184",2017-09-18,"Yummex",2
"5400","3397011185",2017-09-18,"Yummex",2
"5401","3397011188",2017-09-18,"Yummex",2
"5402","3397011190",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure-The Specialty Food Festival",3
"5403","3397011192",2017-09-19,"Gulf Host-Crossover into Hotel / Leisure",3
"5404","3397011192",2017-09-20,"Yummex-Gulf Host-Yummex",4
"5405","3397011194",2017-09-18,"Yummex",2
"5406","3397011196",2017-09-18,"Gulf Host-Yummex",2
"5407","3397011196",2017-09-19,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host",3
"5408","3397011210",2017-09-19,"Crossover into Hotel / Leisure",3
"5409","3397011212",2017-09-18,"Gulf Host",2
"5410","3397011215",2017-09-18,"Gulf Host",2
"5411","3397011215",2017-09-19,"Crossover into Hotel / Leisure-Gulf Host",3
"5412","3397011215",2017-09-20,"Yummex",4
"5413","3397011227",2017-09-19,"Yummex-Gulf Host",3
"5414","3397011229",2017-09-18,"Gulf Host",2
"5415","3397011233",2017-09-18,"Yummex-Gulf Host",2
"5416","3397011235",2017-09-20,"Yummex",4
"5417","3397011239",2017-09-18,"Yummex",2
"5418","3397011239",2017-09-19,"Yummex-Gulf Host",3
"5419","3397011241",2017-09-19,"Crossover into Hotel / Leisure-The Specialty Food Festival-Yummex",3
"5420","3397011241",2017-09-20,"Yummex",4
"5421","3397011242",2017-09-18,"Yummex-Gulf Host",2
"5422","3397011244",2017-09-19,"Yummex-Seafex",3
"5423","3397011249",2017-09-20,"Yummex",4
"5424","3397011251",2017-09-19,"Yummex",3
"5425","3397011255",2017-09-18,"Yummex",2
"5426","3397011260",2017-09-18,"Gulf Host",2
"5427","3397011260",2017-09-19,"Gulf Host",3
"5428","3397011260",2017-09-20,"Gulf Host",4
"5429","3397011263",2017-09-20,"Yummex",4
"5430","3397011265",2017-09-18,"Gulf Host",2
"5431","3397011269",2017-09-18,"Gulf Host",2
"5432","3397011275",2017-09-18,"Gulf Host",2
"5433","3397011290",2017-09-19,"Crossover into Hotel / Leisure-Yummex",3
"5434","3397011290",2017-09-20,"Yummex",4
"5435","3397011292",2017-09-18,"Gulf Host",2
"5436","3397011292",2017-09-19,"Crossover into Hotel / Leisure-Seafex-Crossover into Hotel / Leisure",3
"5437","3397011292",2017-09-20,"Yummex",4
"5438","3397011293",2017-09-19,"Crossover into Hotel / Leisure",3
"5439","3397011295",2017-09-20,"Yummex",4
"5440","3397011319",2017-09-19,"Crossover into Hotel / Leisure",3
"5441","3397011325",2017-09-19,"Gulf Host",3
"5442","3397011325",2017-09-20,"Yummex",4
